,name,year,engine,transmission,fuel,ownership,distance_travelled,Price
0, Nissan MAGNITE,2021,XE,Manual,Petrol,1st Owner,18745,597000
1, Hyundai Elite i20,2015,MAGNA 1.2,Manual,Petrol,1st Owner,58583,500000
2, Hyundai Creta,2018,SX PLUS 1.6 PETROL,Manual,Petrol,1st Owner,81644,999000
3, Volkswagen Polo,2021,HIGHLINE PLUS 1.0L TSI AT,Automatic,Petrol,1st Owner,55053,944000
4, Hyundai Verna,2020,SX 1.5 VTVT,Manual,Petrol,1st Owner,15471,1033000
5, Hyundai Elite i20,2020,SPORTZ PLUS 1.2,Manual,Petrol,1st Owner,59999,673000
6, Hyundai i20,2013,ASTA 1.2,Manual,Petrol,2nd Owner,74743,397000
7, Mahindra Thar,2018,CRDE 4X4 AC,Manual,Diesel,2nd Owner,90305,751000
8, Toyota URBAN CRUISER,2021,MID GRADE AT,Automatic,Petrol,1st Owner,34750,935000
9, Renault Kwid,2022,CLIMBER MT 1.0,Manual,Petrol,1st Owner,6580,563000
10, Tata NEXON,2021,XZA PLUS PETROL DUAL TONE,Automatic,Petrol,2nd Owner,26086,991000
11, Maruti Celerio,2022,ZXI,Manual,Petrol,1st Owner,18977,555000
12, Maruti Baleno,2020,ZETA PETROL 1.2,Manual,Petrol,1st Owner,5878,761000
13, Honda Amaze,2019,1.2L I-VTEC S,Manual,Petrol,2nd Owner,37566,622000
14, Hyundai Verna,2011,FLUIDIC 1.6 CRDI SX,Manual,Diesel,2nd Owner,109452,358000
15, Tata Tiago,2018,XZ PETROL,Manual,Petrol,1st Owner,8280,534000
16, Maruti Baleno,2019,DELTA PETROL 1.2,Manual,Petrol,1st Owner,105614,630800
17, Ford Ecosport,2020,TITANIUM 1.5L DIESEL,Manual,Diesel,1st Owner,61602,893000
18, Honda WR-V,2018,1.2L I-VTEC VX MT,Manual,Petrol,1st Owner,67230,691000
19, Datsun Go,2016,T,Manual,Petrol,1st Owner,67429,294000
20, Maruti Alto,2011,LXI,Manual,Petrol,1st Owner,39109,186000
21, Hyundai Eon,2015,D-LITE+,Manual,Petrol,1st Owner,25121,287000
22, Maruti Wagon R 1.0,2013,VXI,Manual,Petrol,1st Owner,54959,326000
23, Datsun Redi Go,2017,T (O),Manual,Petrol,2nd Owner,65094,284000
24, Maruti Swift,2012,VXI,Manual,Petrol,3rd Owner,49438,410000
25, Tata Tiago,2020,XT PETROL,Manual,Petrol,2nd Owner,16295,531000
26, Hyundai Grand i10,2014,ASTA 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,59973,436000
27, Maruti Ciaz,2015,ZXI+,Manual,Petrol,1st Owner,113815,576000
28, Maruti Swift,2013,ZDI,Manual,Diesel,2nd Owner,69492,466000
29, Maruti Swift,2015,VXI,Manual,Petrol,1st Owner,59990,462000
30, Honda Amaze,2014,1.2L I-VTEC S,Manual,Petrol,2nd Owner,52597,413000
31, Renault Kwid,2018,CLIMBER 1.0,Manual,Petrol,1st Owner,41039,367000
32, Datsun Go,2017,T,Manual,Petrol,1st Owner,72762,289000
33, Maruti BREZZA,2022,ZXI SMART HYBRID ,Manual,Petrol,1st Owner,19466,1248000
34, Honda Brio,2011,V MT,Manual,Petrol,1st Owner,61979,263000
35, Maruti Dzire,2017,VXI,Manual,Petrol,1st Owner,86017,622000
36, Honda City,2019,ZX CVT,Automatic,Petrol,1st Owner,96940,928000
37, Maruti Celerio,2016,VXI AMT,Automatic,Petrol,2nd Owner,27222,426000
38, Datsun Redi Go,2019,A,Manual,Petrol,2nd Owner,32329,295000
39, Mahindra XUV500,2016,W8,Manual,Diesel,1st Owner,87604,896000
40, Maruti BREZZA,2023,ZXI SMART HYBRID ,Manual,Petrol,1st Owner,6604,1275000
41, Hyundai Verna,2016,1.6 CRDI SX,Manual,Diesel,2nd Owner,65942,713350
42, Honda City,2017,1.5L I-VTEC V MT,Manual,Petrol,1st Owner,21142,808000
43, Maruti Celerio X,2018,Zxi,Manual,Petrol,1st Owner,54156,428000
44, Tata Tiago,2020,XZ PLUS PETROL,Manual,Petrol,1st Owner,31781,572000
45, Hyundai i20,2013,SPORTZ 1.4 CRDI,Manual,Diesel,1st Owner,122498,409000
46, Maruti Ciaz,2021,ZETA 1.5 SHVS MT PETROL,Manual,Petrol,1st Owner,9849,887000
47, Volkswagen Polo,2021,COMFORTLINE PLUS 1.0L MPI,Manual,Petrol,1st Owner,30088,739000
48, Hyundai New Elantra,2018,1.6 SX (O) AT DIESEL,Automatic,Diesel,1st Owner,81405,1261000
49, Hyundai Verna,2019,1.6 CRDI SX + AT,Automatic,Diesel,2nd Owner,67370,1054000
50, Maruti Alto,2012,LXI,Manual,Petrol,2nd Owner,64934,199000
51, Volkswagen Ameo,2018,TRENDLINE 1.0L,Manual,Petrol,2nd Owner,61953,532000
52, Maruti Wagon R 1.0,2011,VXI,Manual,Petrol,3rd Owner,58273,259000
53, Renault Kwid,2019,RXT,Manual,Petrol,2nd Owner,44363,384000
54, Skoda SLAVIA,2022,STYLE 1.0L TSI MT,Manual,Petrol,1st Owner,43840,1432000
55, Hyundai i10,2012,SPORTZ 1.2,Manual,Petrol,2nd Owner,59621,302000
56, Honda Amaze,2021,1.2L I-VTEC S,Manual,Petrol,1st Owner,16811,727000
57, Maruti Wagon R 1.0,2015,VXI,Manual,Petrol,1st Owner,45899,369000
58, Maruti Alto K10,2014,VXI,Manual,Petrol,1st Owner,38313,290200
59, Hyundai Creta,2017,1.6 SX PLUS PETROL,Manual,Petrol,1st Owner,46813,935000
60, Maruti Swift,2014,VXI,Manual,Petrol,1st Owner,52507,471000
61, Honda City,2017,V MT PETROL,Manual,Petrol,1st Owner,62475,694000
62, Renault TRIBER,2021,RXT AMT,Automatic,Petrol,1st Owner,18023,694000
63, Hyundai Elite i20,2015,SPORTZ 1.2,Manual,Petrol,1st Owner,52266,575000
64, Maruti Wagon R 1.0,2011,LXI,Manual,Petrol,1st Owner,115218,256000
65, Maruti Alto K10,2017,VXI,Manual,Petrol,1st Owner,86555,303000
66, Maruti Swift,2019,ZXI PLUS AMT,Automatic,Petrol,1st Owner,89899,684000
67, Honda City,2013,1.5L I-VTEC V MT,Manual,Petrol,2nd Owner,89205,527000
68, Volkswagen Polo,2018,COMFORTLINE 1.0 PETROL,Manual,Petrol,1st Owner,56919,616000
69, Maruti Dzire,2019,VXI AMT,Automatic,Petrol,2nd Owner,20199,660000
70, Volkswagen Ameo,2019,COMFORTLINE 1.0L,Manual,Petrol,1st Owner,47495,598000
71, Maruti Dzire,2018,VXI AMT,Automatic,Petrol,1st Owner,32152,707000
72, Maruti Swift,2016,VXI,Manual,Petrol,1st Owner,47462,511000
73, Jeep Compass,2018,LIMITED 2.0 DIESEL,Manual,Diesel,2nd Owner,122168,1385000
74, Hyundai Elite i20,2014,ASTA 1.2,Manual,Petrol,2nd Owner,63457,562000
75, Maruti Wagon R 1.0,2010,VXI,Manual,Petrol,1st Owner,44094,275000
76, Maruti Alto 800,2016,LXI,Manual,Petrol,1st Owner,19070,270000
77, Datsun Go,2016,T,Manual,Petrol,1st Owner,114369,277000
78, Tata NEXON,2021,XM SUNROOF PETROL,Manual,Petrol,1st Owner,44641,878000
79, Tata TIGOR,2018,XZ PLUS PETROL,Manual,Petrol,1st Owner,43401,596000
80, Tata Tiago,2021,XT PETROL,Manual,Petrol,1st Owner,16115,605000
81, Maruti Baleno,2018,ALPHA PETROL 1.2,Manual,Petrol,1st Owner,60765,664000
82, Maruti Swift,2018,ZDI AMT,Automatic,Diesel,2nd Owner,99103,705000
83, Maruti Swift,2014,VXI,Manual,Petrol,2nd Owner,95255,428000
84, Maruti Swift Dzire,2016,VXI (O),Manual,Petrol,2nd Owner,90133,548000
85, Volkswagen Ameo,2018,HIGHLINE1.5L,Manual,Diesel,1st Owner,90944,675000
86, Nissan Terrano,2017,XL D PLUS,Manual,Diesel,1st Owner,91547,644000
87, Maruti Celerio,2020,VXI (O) CNG,Manual,nerCNG,1st Owner,"49,984",582000
88, Mahindra MARAZZO,2021,M2 8 STR,Manual,Diesel,1st Owner,19661,1275000
89, Maruti Swift,2015,ZXI,Manual,Petrol,2nd Owner,119106,476000
90, Datsun Go Plus,2021,T,Manual,Petrol,1st Owner,48957,573000
91, Toyota Glanza,2019,V CVT,Automatic,Petrol,1st Owner,39014,789000
92, Renault Duster,2019,RXZ DIESEL 110,Manual,Diesel,1st Owner,44416,1015000
93, Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,32907,495000
94, Volkswagen Ameo,2019,COMFORTLINE 1.0L,Manual,Petrol,1st Owner,46451,579000
95, Honda Jazz,2015,1.2L I-VTEC SV,Manual,Petrol,2nd Owner,85589,435000
96, Nissan MAGNITE,2021,XL TURBO,Manual,Petrol,1st Owner,30580,779000
97, Hyundai Eon,2016,SPORTZ,Manual,Petrol,2nd Owner,68336,300000
98, Maruti IGNIS,2020,ZETA 1.2 AMT,Automatic,Petrol,1st Owner,14956,692000
99, Hyundai Santro Xing,2010,GLS,Manual,Petrol,2nd Owner,90382,201000
100, Tata Safari,2021,XZA PLUS 6S,Automatic,Diesel,1st Owner,96462,1935000
101, Maruti Swift Dzire,2016,VXI,Manual,Petrol,2nd Owner,42861,564000
102, Jeep Compass,2018,LIMITED PLUS PETROL AT,Automatic,Petrol,1st Owner,42064,1641000
103, Hyundai Elite i20,2017,SPORTZ 1.2,Manual,Petrol,2nd Owner,22808,606000
104, Datsun Go,2017,T,Manual,Petrol,1st Owner,85298,316000
105, Tata TIGOR,2017,XZ (O) PETROL,Manual,Petrol,2nd Owner,39979,508000
106, Maruti Swift,2022,VXI,Manual,Petrol,1st Owner,41843,727000
107, Tata NEXON,2021,XMA SUNROOF PETROL,Automatic,Petrol,1st Owner,54783,897000
108, Hyundai Eon,2015,ERA +,Manual,Petrol,3rd Owner,58321,264000
109, Tata NEXON,2022,XM PETROL,Manual,Petrol,1st Owner,29196,939000
110, Maruti Wagon R Stingray,2014,VXI,Manual,Petrol,2nd Owner,56367,414000
111, Maruti Baleno,2018,SIGMA DIESEL 1.3,Manual,Diesel,2nd Owner,97909,565000
112, Honda Amaze,2015,1.2L I-VTEC S,Manual,Petrol,2nd Owner,76438,432000
113, Honda Amaze,2019,1.2L I-VTEC S CVT,Automatic,Petrol,1st Owner,19624,753000
114, Volkswagen Polo,2019,COMFORTLINE 1.0L TSI,Manual,Petrol,2nd Owner,90101,528000
115, Maruti Wagon R 1.0,2016,VXI,Manual,Petrol,2nd Owner,46563,382000
116, Maruti Swift,2013,VXI,Manual,Petrol,2nd Owner,121617,379000
117, Maruti Vitara Brezza,2021,VXI,Manual,Petrol,1st Owner,51599,831000
118, Maruti Ciaz,2016,VXI+,Manual,Petrol,2nd Owner,75694,556000
119, Honda City,2020,ZX CVT,Automatic,Petrol,1st Owner,24163,1281000
120, Hyundai Elite i20,2019,ASTA 1.2 (O),Manual,Petrol,2nd Owner,28438,759000
121, Honda City,2013,1.5L I-VTEC V MT,Manual,Petrol,1st Owner,83446,542000
122, Tata TIAGO JTP,2019,1.2 PETROL,Manual,Petrol,2nd Owner,37919,551000
123, Maruti Dzire,2019,VXI AMT,Automatic,Petrol,1st Owner,12892,734000
124, Hyundai Xcent,2017,SX 1.2 (O),Manual,Petrol,1st Owner,36140,565000
125, Maruti Celerio,2015,ZXI,Manual,Petrol,1st Owner,73069,380000
126, Honda Brio,2012,S MT,Manual,Petrol,2nd Owner,95178,281000
127, Hyundai NEW SANTRO,2019,MAGNA AMT,Automatic,Petrol,1st Owner,37446,486000
128, Hyundai Elite i20,2016,ASTA 1.2,Manual,Petrol,1st Owner,40841,653000
129, Hyundai i10,2015,SPORTZ 1.1,Manual,Petrol,2nd Owner,60638,381000
130, Maruti Baleno,2016,ALPHA PETROL 1.2,Manual,Petrol,2nd Owner,87983,562000
131, Maruti Alto,2022,VXI,Manual,Petrol,1st Owner,16141,422000
132, Ford Ecosport,2018,TITANIUM 1.5L SPORTS(SUNROOF) DIESEL,Manual,Diesel,1st Owner,76095,788000
133, Honda Amaze,2019,1.2L I-VTEC VX,Manual,Petrol,1st Owner,54042,695000
134, Maruti Wagon R 1.0,2016,VXI,Manual,Petrol,1st Owner,30978,400000
135, Maruti New Wagon-R,2019,VXI 1.2,Manual,Petrol,1st Owner,79510,522000
136, Maruti Swift Dzire,2016,VXI,Manual,Petrol,1st Owner,94426,531000
137, Maruti Swift,2020,VXI,Manual,Petrol,1st Owner,69199,612000
138, Maruti Ciaz,2018,ALPHA  AT 1.5 SHVS PETROL,Automatic,Petrol,2nd Owner,48468,741000
139, Maruti Vitara Brezza,2018,ZDI PLUS AMT,Automatic,Diesel,2nd Owner,50643,966000
140, Hyundai Elite i20,2019,SPORTZ PLUS 1.2,Manual,Petrol,1st Owner,23022,699000
141, Volkswagen Vento,2018,HIGHLINE 1.5 AT,Automatic,Diesel,1st Owner,107492,909000
142, Renault Kwid,2018,RXT 1.0 AMT (O),Automatic,Petrol,1st Owner,48556,406000
143, Hyundai i20,2012,ASTA 1.2,Manual,Petrol,1st Owner,91703,460000
144, Hyundai Verna,2018,1.4 EX PETROL,Manual,Petrol,1st Owner,95933,796000
145, Toyota YARIS,2018,G CVT,Automatic,Petrol,2nd Owner,68950,733000
146, Renault Kwid,2017,RXT 1.0,Manual,Petrol,2nd Owner,39992,341000
147, Hyundai Elite i20,2017,MAGNA 1.4 AT,Automatic,Petrol,2nd Owner,32289,674000
148, Honda Amaze,2020,1.2L I-VTEC VX CVT,Automatic,Petrol,1st Owner,50385,773000
149, Maruti Alto 800,2017,VXI,Manual,Petrol,2nd Owner,79024,323000
150, Hyundai i10,2011,SPORTZ 1.2 AT,Automatic,Petrol,2nd Owner,61609,334000
151, Hyundai i10,2012,SPORTZ 1.2,Manual,Petrol,1st Owner,73665,304000
152, Maruti Baleno,2017,ZETA CVT PETROL 1.2,Automatic,Petrol,1st Owner,106665,588000
153, Honda Amaze,2018,1.2L I-VTEC S,Manual,Petrol,1st Owner,81854,627000
154, Hyundai Creta,2018,SX AT 1.6 DIESEL,Automatic,Diesel,1st Owner,105405,1216000
155, Hyundai VENUE,2019,SX PLUS 1.0 TURBO DCT,Automatic,Petrol,1st Owner,72563,1001000
156, Maruti Wagon R 1.0,2013,VXI,Manual,Petrol,2nd Owner,91821,311000
157, Maruti Celerio,2018,ZXI AMT (O),Automatic,Petrol,2nd Owner,38607,524000
158, Hyundai i10,2014,SPORTZ 1.1,Manual,Petrol,1st Owner,87711,339000
159, Honda Brio,2015,VX MT,Manual,Petrol,2nd Owner,82956,360000
160, Hyundai Verna,2018,1.6 CRDI SX + AT,Automatic,Diesel,1st Owner,76654,991000
161, Maruti Alto 800,2017,LXI O,Manual,Petrol,1st Owner,117467,322000
162, Maruti S Cross,2020,ALPHA 1.5 SMART HYBRID,Manual,Petrol,1st Owner,40687,977000
163, Toyota Glanza,2020,G ISG,Manual,Petrol,1st Owner,80643,722000
164, Honda City,2014,1.5L I-VTEC SV CVT,Automatic,Petrol,2nd Owner,62015,569000
165, Hyundai GRAND I10 NIOS,2021,SPORTZ AMT 1.2 KAPPA VTVT,Automatic,Petrol,1st Owner,35060,735000
166, Maruti IGNIS,2019,DELTA 1.2 AMT,Automatic,Petrol,2nd Owner,47844,512000
167, Volkswagen Vento,2020,HIGHLINE PLUS 1.0L TSI,Manual,Petrol,1st Owner,45949,1065000
168, Honda City,2016,1.5L I-VTEC SV,Manual,Petrol,2nd Owner,53326,634000
169, Hyundai NEW I20,2021,ASTA (O) 1.2 MT,Manual,Petrol,1st Owner,29492,960000
170, Maruti Baleno,2016,SIGMA PETROL 1.2,Manual,Petrol,2nd Owner,47741,535000
171, Maruti Alto,2021,VXI,Manual,Petrol,1st Owner,23748,410000
172, Maruti Swift Dzire,2015,VDI,Manual,Diesel,2nd Owner,89997,629000
173, Datsun Go,2019,T(O),Manual,Petrol,1st Owner,64447,440000
174, Skoda Rapid,2017,AMBITION 1.5 TDI,Manual,Diesel,2nd Owner,63389,743000
175, Maruti Swift,2017,ZXI,Manual,Petrol,1st Owner,71050,532000
176, Hyundai i10,2012,ERA 1.1 LPG,Manual,nerLPG,1st Owner,"51,068",303000
177, Hyundai New Elantra,2017,1.6 SX (O) AT DIESEL,Automatic,Diesel,2nd Owner,70112,1070000
178, Hyundai i10,2011,MAGNA 1.2,Manual,Petrol,1st Owner,96502,277000
179, Hyundai Creta,2019,SX 1.6 PETROL,Manual,Petrol,3rd Owner,63334,1030000
180, Ford New Figo,2021,TITANIUM 1.2 PETROL AT,Automatic,Petrol,1st Owner,16579,791000
181, Hyundai Elite i20,2020,SPORTZ PLUS 1.2,Manual,Petrol,1st Owner,51216,764000
182, Tata Harrier,2021,XZ +,Manual,Diesel,1st Owner,70076,1785000
183, Renault TRIBER,2022,RXT AMT,Automatic,Petrol,1st Owner,29302,778000
184, Ford FREESTYLE,2020,TITANIUM 1.5 DIESEL,Manual,Diesel,2nd Owner,38278,714000
185, Tata Tiago,2018,XT PETROL,Manual,Petrol,1st Owner,38851,481000
186, Honda City,2022,1.5L I-DTEC V,Manual,Diesel,1st Owner,22637,1317000
187, Nissan MAGNITE,2021,XV PREMIUM DUAL TONE,Manual,Petrol,1st Owner,23316,813000
188, Skoda Rapid,2017,AMBITION 1.5 TDI,Manual,Diesel,1st Owner,86031,726000
189, Renault Duster,2014,85 PS RXL PLUS DIESEL,Manual,Diesel,1st Owner,101430,521000
190, Hyundai ALCAZAR,2021,1.5 SIGNATURE MT 6STR,Manual,Diesel,1st Owner,30111,1818000
191, Maruti S Cross,2020,ALPHA 1.5 SMART HYBRID,Manual,Petrol,1st Owner,26852,1000000
192, Tata Tiago,2021,XT (O) PETROL,Manual,Petrol,1st Owner,43668,567000
193, Mahindra BOLERO NEO,2022,N 10 (O),Manual,Diesel,1st Owner,63752,1192000
194, Maruti Baleno,2019,ZETA CVT PETROL 1.2,Automatic,Petrol,1st Owner,37702,756000
195, Datsun Redi Go,2021,T(O),Manual,Petrol,1st Owner,24021,474000
196, Honda Amaze,2018,1.2L I-VTEC S CVT,Automatic,Petrol,2nd Owner,31289,691000
197, Maruti Celerio X,2019,ZXI,Manual,Petrol,2nd Owner,73227,470000
198, Maruti Baleno,2017,ZETA PETROL 1.2,Manual,Petrol,2nd Owner,57192,629000
199, Hyundai Santro Xing,2010,GLS,Manual,Petrol,2nd Owner,62572,212000
200, Hyundai GRAND I10 NIOS,2020,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,40051,645000
201, Maruti Wagon R 1.0,2012,VXI,Manual,Petrol,2nd Owner,113543,298000
202, Mahindra XUV 3OO,2019,W8 (O) 1.2 PETROL,Manual,Petrol,1st Owner,72183,968000
203, Maruti Wagon R Stingray,2016,VXI,Manual,Petrol,1st Owner,87908,401000
204, Renault Kwid,2019,1.0 RXT Opt,Manual,Petrol,1st Owner,37465,419000
205, Renault Kwid,2021,RXT 0.8,Manual,Petrol,2nd Owner,16004,450000
206, Hyundai GRAND I10 NIOS,2019,SPORTZ AMT 1.2 KAPPA VTVT,Automatic,Petrol,1st Owner,30203,653000
207, Maruti Swift Dzire,2013,VXI,Manual,Petrol,1st Owner,67473,452000
208, Renault Kwid,2021,RXL 1.0,Manual,Petrol,1st Owner,29828,426000
209, Maruti Celerio,2016,VXI,Manual,Petrol,1st Owner,97726,379000
210, Hyundai Grand i10,2018,SPORTZ (O) 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,46632,517000
211, Honda Brio,2016,S MT,Manual,Petrol,2nd Owner,54515,397000
212, Maruti Celerio,2019,ZXI,Manual,Petrol,2nd Owner,35564,487000
213, Hyundai GRAND I10 NIOS,2019,SPORTZ AMT 1.2 KAPPA VTVT,Automatic,Petrol,1st Owner,76947,707000
214, Honda Brio,2012,V MT,Manual,Petrol,1st Owner,90184,318000
215, Hyundai i10,2013,SPORTZ 1.2 AT,Automatic,Petrol,1st Owner,58466,381000
216, Maruti Swift,2018,ZXI AMT,Automatic,Petrol,1st Owner,60882,646000
217, Mahindra TUV300,2018,T10,Manual,Diesel,2nd Owner,110243,808000
218, Honda Civic,2019,1.8L I-VTEC VX CVT,Automatic,Petrol,1st Owner,35258,1495000
219, Hyundai NEW SANTRO,2019,MAGNA,Manual,Petrol,1st Owner,42285,452000
220, Hyundai Grand i10,2013,SPORTZ 1.1 CRDI,Manual,Diesel,2nd Owner,84969,407000
221, Maruti BREZZA,2022,VXI AT SMART HYBRID,Automatic,Petrol,1st Owner,15524,1135000
222, Ford FREESTYLE,2018,TITANIUM 1.5 DIESEL,Manual,Diesel,1st Owner,112941,541000
223, Nissan Micra,2018,XL (O) CVT,Automatic,Petrol,1st Owner,36874,573000
224, Hyundai VENUE,2019,SX PLUS 1.0 TURBO DCT,Automatic,Petrol,1st Owner,20778,1026000
225, Maruti Swift,2018,VXI AMT,Automatic,Petrol,1st Owner,72599,566000
226, Skoda Rapid,2021,STYLE AT TSI,Automatic,Petrol,1st Owner,28306,1164000
227, Hyundai Elite i20,2015,SPORTZ 1.2,Manual,Petrol,2nd Owner,94121,539000
228, Renault Kiger,2021,RXZ MT,Manual,Petrol,1st Owner,37121,749000
229, Datsun Go Plus,2019,T,Manual,Petrol,3rd Owner,62491,435000
230, Honda City,2014,1.5L I-VTEC V MT,Manual,Petrol,2nd Owner,109832,490000
231, Hyundai Grand i10,2018,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,Petrol,1st Owner,8345,655000
232, Hyundai Verna,2016,1.6 VTVT SX AT,Automatic,Petrol,1st Owner,71144,737000
233, Honda City,2014,1.5L I-DTEC V,Manual,Diesel,1st Owner,90102,542000
234, Hyundai Elite i20,2016,ASTA 1.2,Manual,Petrol,2nd Owner,70760,663000
235, Maruti Baleno,2019,ALPHA CVT PETROL 1.2,Automatic,Petrol,1st Owner,31283,767000
236, Maruti Alto 800,2016,LXI,Manual,Petrol,2nd Owner,91603,277000
237, Hyundai Grand i10,2016,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,1st Owner,34488,482000
238, Maruti Dzire,2017,VDI AMT,Automatic,Diesel,1st Owner,109700,692000
239, Honda Jazz,2018,1.2L I-VTEC V CVT,Automatic,Petrol,1st Owner,61710,644000
240, Hyundai Grand i10,2015,ASTA 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,95963,427000
241, Maruti Wagon R 1.0,2017,VXI AMT,Automatic,Petrol,1st Owner,83980,421000
242, Datsun Redi Go,2021,T(O) 1.0,Manual,Petrol,1st Owner,28292,478000
243, Hyundai NEW SANTRO,2019,ASTA MT,Manual,Petrol,1st Owner,57435,506000
244, Hyundai NEW SANTRO,2019,SPORTZ MT,Manual,Petrol,1st Owner,19216,495000
245, Maruti Dzire,2018,VXI AMT,Automatic,Petrol,1st Owner,44348,714000
246, Hyundai Creta,2017,SX PLUS 1.6 DIESEL DUAL TONE,Manual,Diesel,1st Owner,114152,1016000
247, Maruti Swift,2018,VXI AMT,Automatic,Petrol,1st Owner,95774,603000
248, Nissan MAGNITE,2022,XV TURBO CVT,Automatic,Petrol,1st Owner,12094,951000
249, Datsun Redi Go,2017,S,Manual,Petrol,1st Owner,28545,309000
250, Hyundai Elite i20,2019,ASTA (O) CVT,Automatic,Petrol,2nd Owner,26416,814000
251, Hyundai Creta,2016,SX PLUS AT 1.6 PETROL,Automatic,Petrol,1st Owner,93104,971000
252, Datsun Redi Go,2017,S,Manual,Petrol,1st Owner,32419,301000
253, Tata NEXON,2018,XZA PLUS DIESEL DUAL TONE,Automatic,Diesel,1st Owner,106467,798000
254, Hyundai i20 Active,2018,1.2 SX DUAL TONE,Manual,Petrol,1st Owner,71817,715000
255, Toyota YARIS,2018,J CVT,Automatic,Petrol,1st Owner,92585,769000
256, Tata NEXON,2018,XZA PLUS PETROL,Automatic,Petrol,1st Owner,70022,804000
257, Maruti Swift,2014,VXI,Manual,Petrol,1st Owner,73889,466000
258, Maruti Swift Dzire,2016,VXI,Manual,Petrol,1st Owner,121831,554000
259, Tata ALTROZ,2021,XZ PETROL,Manual,Petrol,1st Owner,26893,775000
260, Maruti Celerio,2019,ZXI AMT,Automatic,Petrol,1st Owner,30318,556000
261, Honda Brio,2012,S MT,Manual,Petrol,1st Owner,40503,351000
262, Honda City,2016,1.5L I-VTEC SV,Manual,Petrol,1st Owner,87335,633000
263, Maruti Alto 800,2017,LXI,Manual,Petrol,2nd Owner,52052,284000
264, Hyundai i10,2013,SPORTZ 1.2,Manual,Petrol,2nd Owner,70282,313000
265, Hyundai Grand i10,2017,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,Petrol,1st Owner,53740,585000
266, Maruti Alto,2020,LXI,Manual,Petrol,1st Owner,71071,335000
267, Honda Amaze,2015,1.2L I-VTEC S,Manual,Petrol,1st Owner,74385,458000
268, Hyundai i10,2012,MAGNA 1.2,Manual,Petrol,1st Owner,47004,302000
269, Hyundai GRAND I10 NIOS,2019,SPORTZ AMT 1.2 KAPPA VTVT,Automatic,Petrol,1st Owner,38010,670000
270, Hyundai Grand i10,2015,SPORTZ 1.2 KAPPA VTVT,Manual,Petrol,2nd Owner,114071,408000
271, Maruti Celerio,2017,ZXI AMT (O),Automatic,Petrol,1st Owner,51180,459000
272, Maruti Baleno,2018,ALPHA PETROL 1.2,Manual,Petrol,2nd Owner,52716,638000
273, Hyundai Elite i20,2018,ASTA 1.4 CRDI (O),Manual,Diesel,1st Owner,75231,768000
274, Maruti Celerio,2018,ZXI AMT (O),Automatic,Petrol,1st Owner,117924,471000
275, Maruti Baleno,2016,ALPHA PETROL 1.2,Manual,Petrol,2nd Owner,102753,576000
276, Hyundai Elite i20,2018,ASTA 1.2 (O),Manual,Petrol,1st Owner,39478,697000
277, Skoda Rapid,2020,STYLE TSI,Manual,Petrol,2nd Owner,53802,997000
278, Ford Ecosport,2017,TITANIUM 1.5L DIESEL,Manual,Diesel,3rd Owner,89576,675650
279, Maruti Celerio,2017,ZXI AMT,Automatic,Petrol,1st Owner,65547,461000
280, Tata Tiago,2019,XZ PLUS DUAL TONE DIESEL,Manual,Diesel,2nd Owner,51729,587000
281, Tata Tiago,2018,XZA PETROL,Automatic,Petrol,2nd Owner,40534,556000
282, Maruti Alto 800,2014,LXI,Manual,Petrol,2nd Owner,52946,258000
283, Datsun Redi Go,2021,T(O) 1.0,Manual,Petrol,1st Owner,33730,471000
284, Maruti Wagon R 1.0,2015,VXI AMT,Automatic,Petrol,2nd Owner,64186,390000
285, Hyundai i10,2012,MAGNA 1.2,Manual,Petrol,1st Owner,57785,323000
286, Maruti Swift,2018,ZXI AMT,Automatic,Petrol,1st Owner,34840,676000
287, Hyundai Creta,2018,SX PLUS 1.6 PETROL,Manual,Petrol,1st Owner,96620,1010000
288, Maruti Wagon R 1.0,2016,VXI,Manual,Petrol,2nd Owner,89029,366000
289, Hyundai NEW I20,2021,SPORTZ 1.5 MT,Manual,Diesel,1st Owner,97621,828000
290, Maruti Baleno,2019,ZETA PETROL 1.2,Manual,Petrol,2nd Owner,49124,699000
291, Hyundai Eon,2018,SPORTZ,Manual,Petrol,1st Owner,81319,345000
292, Hyundai NEW SANTRO,2019,SPORTZ AMT,Automatic,Petrol,1st Owner,63002,525000
293, Ford Ecosport,2017,TITANIUM + 1.5L PETROL AT,Automatic,Petrol,1st Owner,51258,790000
294, Hyundai Elite i20,2017,ASTA 1.2,Manual,Petrol,1st Owner,26997,668000
295, Hyundai Grand i10,2017,SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,Petrol,1st Owner,40570,590000
296, Maruti Alto 800,2014,LXI,Manual,Petrol,1st Owner,70145,265000
297, Honda Brio,2013,V MT,Manual,Petrol,1st Owner,60993,352000
